"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Pasteurellaceae"	"DMM"	"DMM3"	"DMMDMM3"	4.20484597863031	0	1.30164677624184	0.00123615068676823	0.0114106217240145	0.00123615068676823	0.00842830013705614	NA	"prevalence"	156	52
"Bacteroidaceae"	"DMM"	"DMM4"	"DMMDMM4"	0.989661058453625	-0.140897260823162	0.161758138446875	0.00160567010170332	0.0133582817660365	0.00160567010170332	0.00863682010735117	NA	"abundance"	156	156
"Enterobacteriaceae"	"DMM"	"DMM6"	"DMMDMM6"	3.02604888767738	-2.45061086098037	1.04843563823657	0.00166978522075456	0.0133582817660365	0.00166978522075456	0.00863682010735117	NA	"abundance"	156	156
"Methanobacteriaceae"	"DMM"	"DMM2"	"DMMDMM2"	2.37070813221342	0.0375202579211349	0.648405800958198	0.00155364998299723	0.0133582817660365	0.00155364998299723	0.00863682010735117	NA	"abundance"	156	46
"Pasteurellaceae"	"DMM"	"DMM2"	"DMMDMM2"	4.09408120725557	0	1.30164677624184	0.001659115400649	0.0133582817660365	0.001659115400649	0.00863682010735117	NA	"prevalence"	156	52
"Unclassified Proteobacteria"	"DMM"	"DMM2"	"DMMDMM2"	1.68809332557619	0.0375202579211349	0.490051549400913	0.00279109637722597	0.0216084880817494	0.00279109637722597	0.0139554818861298	NA	"abundance"	156	152
"Bifidobacteriaceae"	"DMM"	"DMM3"	"DMMDMM3"	1.44689246420097	0	0.485878386835309	0.00290239983524841	0.0217679987643631	0.00579637574569318	0.0261689405161641	NA	"prevalence"	156	99
"Burkholderiaceae"	"DMM"	"DMM2"	"DMMDMM2"	3.75692190067678	0	1.30327290742063	0.00394304750935983	0.0286767091589806	0.00394304750935983	0.0190792621420637	NA	"prevalence"	156	19
"Unclassified Cyanobacteria"	"DMM"	"DMM4"	"DMMDMM4"	-1.66747749086122	-0.140897260823162	0.443834981749248	0.00557827034737768	0.0393760259814895	0.0111254235946869	0.043916145768501	NA	"abundance"	156	140
"[Barnesiellaceae]"	"DMM"	"DMM5"	"DMMDMM5"	-1.22383614264066	0.0290713950872676	0.333044859949282	0.00592112238176334	0.0395441767799813	0.00592112238176334	0.0261689405161641	NA	"abundance"	156	153
"Prevotellaceae"	"DMM"	"DMM3"	"DMMDMM3"	1.27649199104464	-0.297214406821779	0.509974421409963	0.00593162651699719	0.0395441767799813	0.00593162651699719	0.0261689405161641	NA	"abundance"	156	149
"Methanobacteriaceae"	"DMM"	"DMM3"	"DMMDMM3"	1.62229501623654	-0.297214406821779	0.629160971589492	0.00671372259625747	0.043548470894643	0.00146493562359642	0.00863682010735117	NA	"abundance"	156	46
"Christensenellaceae"	"DMM"	"DMM2"	"DMMDMM2"	-1.05278167215062	0.0375202579211349	0.329868488852016	0.00787315815815037	0.0497252094198971	0.0156843296969175	0.0603243449881442	NA	"abundance"	156	152
"Clostridiaceae"	"DMM"	"DMM2"	"DMMDMM2"	-0.743083420350718	0.0375202579211349	0.17805911878736	0.00896763463087047	0.0551854438822798	0.00896763463087047	0.0384327198465877	NA	"abundance"	156	155
"Alcaligenaceae"	"DMM"	"DMM4"	"DMMDMM4"	0.915233583201754	-0.140897260823162	0.253833279818882	0.00931245275379211	0.0558747165227527	0.0185381837312926	0.0695181889923473	NA	"abundance"	156	154
"Methanobacteriaceae"	"DMM"	"DMM4"	"DMMDMM4"	1.89738987516288	-0.140897260823162	0.694187632472854	0.0103591653918094	0.0584702131041689	0.0103591653918094	0.0424699183020145	NA	"abundance"	156	46
"Rikenellaceae"	"DMM"	"DMM2"	"DMMDMM2"	-0.719034376059767	0.0375202579211349	0.173864221473063	0.0104759131811636	0.0584702131041689	0.0104759131811636	0.0424699183020145	NA	"abundance"	156	154
"Unclassified Cyanobacteria"	"DMM"	"DMM3"	"DMMDMM3"	-3.12770507660869	0	1.31366089579021	0.0172700480231844	0.0942002619446422	0.0342418414876457	0.111658178764062	NA	"prevalence"	156	140
"Fusobacteriaceae"	"DMM"	"DMM4"	"DMMDMM4"	2.56653440327749	-0.140897260823162	1.07793637162668	0.0178069644455531	0.0949704770429497	5.96646307389647e-07	1.78993892216894e-05	NA	"abundance"	156	85
"Verrucomicrobiaceae"	"DMM"	"DMM6"	"DMMDMM6"	-6.75747982550159	-2.45061086098037	1.25245313920634	0.0207266152763033	0.108138862311147	0.0207266152763033	0.0758290802791583	NA	"abundance"	156	156
"Verrucomicrobiaceae"	"DMM"	"DMM3"	"DMMDMM3"	-1.36132695981661	-0.297214406821779	0.40008147969977	0.0239315122565114	0.119657561282557	0.0239315122565114	0.0854696866303977	NA	"abundance"	156	156
"[Paraprevotellaceae]"	"DMM"	"DMM6"	"DMMDMM6"	4.14946359294295	0	1.8765263455888	0.0270187247452475	0.124816349343292	0.0270187247452475	0.0942513653903981	NA	"prevalence"	156	82
"Fusobacteriaceae"	"DMM"	"DMM2"	"DMMDMM2"	2.21472980973106	0.0375202579211349	1.0578363538488	0.0472772784516002	0.192314353023459	1.74458816672088e-07	8.16613537130488e-06	NA	"abundance"	156	85
"Unclassified Cyanobacteria"	"DMM"	"DMM4"	"DMMDMM4"	-2.52504412689331	0	1.36179575807031	0.0637102966695648	0.235238018472286	0.0111254235946869	0.043916145768501	NA	"prevalence"	156	140
"Fusobacteriaceae"	"DMM"	"DMM3"	"DMMDMM3"	1.03430632120223	-0.297214406821779	1.07391870438008	0.226110580271236	0.548146861263603	1.3374663524263e-05	0.000200619952863945	NA	"abundance"	156	85
"Bifidobacteriaceae"	"DMM"	"DMM2"	"DMMDMM2"	-0.527269972104095	0.0375202579211349	0.487778784119022	0.287500909504691	0.648117882459262	0.0001033164838537	0.001192113275235	NA	"abundance"	156	99
"Coriobacteriaceae"	"DMM"	"DMM2"	"DMMDMM2"	1.4663163825461	0	1.48801610321083	0.324419276625372	0.702083909199576	0.00133151195857902	0.00863682010735117	NA	"prevalence"	156	149
"[Tissierellaceae]"	"DMM"	"DMM4"	"DMMDMM4"	1.8128808219404	-0.140897260823162	2.09380463191775	0.35184763971041	0.721738748123917	1.92120389867131e-06	4.80300974667827e-05	NA	"abundance"	156	74
"Prevotellaceae"	"DMM"	"DMM4"	"DMMDMM4"	-0.871666366757045	0	1.04371930892514	0.403630999782064	0.783779325985528	0.000232447149345611	0.00232447149345611	NA	"prevalence"	156	149
"Bifidobacteriaceae"	"DMM"	"DMM3"	"DMMDMM3"	0.0308024302885064	-0.297214406821779	0.503433406709561	0.55839139741796	0.924234037105589	0.00579637574569318	0.0261689405161641	NA	"abundance"	156	99
"[Tissierellaceae]"	"DMM"	"DMM2"	"DMMDMM2"	1.07337610510441	0.0375202579211349	2.07947968858354	0.618862258113434	0.990179612981494	2.17763609901464e-07	8.16613537130488e-06	NA	"abundance"	156	74
"[Tissierellaceae]"	"DMM"	"DMM3"	"DMMDMM3"	-0.0522807010132174	-0.297214406821779	2.09380463191775	0.907812610882049	1	7.2110121476266e-05	0.000901376518453325	NA	"abundance"	156	74
"Bifidobacteriaceae"	"DMM"	"DMM4"	"DMMDMM4"	-0.278170263882825	-0.140897260823162	0.511586704733708	0.805550361953776	1	0.000381236386413518	0.00317696988677932	NA	"abundance"	156	99
"Alcaligenaceae"	"DMM"	"DMM4"	"DMMDMM4"	-1.59611551600887e-14	0	2.00560702066313	0.999999999999994	1	0.0185381837312926	0.0695181889923473	NA	"prevalence"	156	154
"Christensenellaceae"	"DMM"	"DMM2"	"DMMDMM2"	8.77616100300666e-15	0	1.84271069699351	0.999999999999996	1	0.0156843296969175	0.0603243449881442	NA	"prevalence"	156	152
"Porphyromonadaceae"	"DMM"	"DMM4"	"DMMDMM4"	-1.59611551600887e-14	0	2.00560702066313	0.999999999999994	1	0.000934909114813419	0.00701181836110064	NA	"prevalence"	156	154
"Unclassified Tenericutes"	"DMM"	"DMM2"	"DMMDMM2"	-3.85931326643908e-14	0	1.84271069699341	0.999999999999983	1	0.00104190201539282	0.00744215725280582	NA	"prevalence"	156	149
"Methanobacteriaceae"	"DMM"	"DMM2"	"DMMDMM2"	1.45088978750618	0	0.566027937044579	0.0103687494798706	0.0584702131041689	0.00155364998299723	0.00863682010735117	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	46
"Methanobacteriaceae"	"DMM"	"DMM4"	"DMMDMM4"	1.2284850465199	0	0.607405333725049	0.0431234052716597	0.178441676986178	0.0103591653918094	0.0424699183020145	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	46
"Christensenellaceae"	"DMM"	"DMM4"	"DMMDMM4"	-1.83658708241252	0	1.42805952285875	0.198418004458161	0.510918288727743	2.31179228626921e-06	4.95384061343402e-05	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"S24-7"	"DMM"	"DMM4"	"DMMDMM4"	-1.26236542889197	0	1.5263786821154	0.408218398950796	0.783779325985528	0.000426646345913717	0.00336826062563461	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	153
"Prevotellaceae"	"DMM"	"DMM3"	"DMMDMM3"	0.964920447155402	0	1.56341714761873	0.537111512533919	0.914232361759863	0.00593162651699719	0.0261689405161641	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	149
"[Barnesiellaceae]"	"DMM"	"DMM5"	"DMMDMM5"	-5.91396996136595e-15	0	2.25963499297793	0.999999999999998	1	0.00592112238176334	0.0261689405161641	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	153
"Christensenellaceae"	"DMM"	"DMM3"	"DMMDMM3"	-1.29591268355172e-15	0	1.8427106969935	0.999999999999999	1	0.000136223342681041	0.00145953581443973	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"Clostridiaceae"	"DMM"	"DMM2"	"DMMDMM2"	-3.59825291384552e-15	0	1.84271069699345	0.999999999999998	1	0.00896763463087047	0.0384327198465877	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	155
"Rikenellaceae"	"DMM"	"DMM2"	"DMMDMM2"	-9.24344764064253e-15	0	1.84271069699339	0.999999999999996	1	0.0104759131811636	0.0424699183020145	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	154
"Unclassified Proteobacteria"	"DMM"	"DMM2"	"DMMDMM2"	2.13150562570121e-14	0	1.84271069699341	0.999999999999991	1	0.00279109637722597	0.0139554818861298	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"Unclassified Proteobacteria"	"DMM"	"DMM5"	"DMMDMM5"	4.30955626460805e-15	0	2.25963499297797	0.999999999999998	1	1.39186440151207e-11	1.04389830113405e-09	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"Unclassified Proteobacteria"	"DMM"	"DMM6"	"DMMDMM6"	1.7291958666596e-14	0	5.76859693388056	0.999999999999998	1	2.14453348488242e-05	0.000292436384302148	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"[Paraprevotellaceae]"	"DMM"	"DMM2"	"DMMDMM2"	NA	NA	NA	NA	NA	6.62867525442805e-06	0.000110477920907134	"No data points have the baseline factor level"	"abundance"	156	82
"[Paraprevotellaceae]"	"DMM"	"DMM3"	"DMMDMM3"	NA	NA	NA	NA	NA	0.000355221534023622	0.00313430765314961	"No data points have the baseline factor level"	"abundance"	156	82
"[Paraprevotellaceae]"	"DMM"	"DMM4"	"DMMDMM4"	NA	NA	NA	NA	NA	5.99607277045725e-06	0.000110477920907134	"No data points have the baseline factor level"	"abundance"	156	82
"[Paraprevotellaceae]"	"DMM"	"DMM6"	"DMMDMM6"	NA	NA	NA	NA	NA	0.0270187247452475	0.0942513653903981	"No data points have the baseline factor level"	"abundance"	156	82
"Burkholderiaceae"	"DMM"	"DMM2"	"DMMDMM2"	NA	NA	NA	NA	NA	0.00394304750935983	0.0190792621420637	"No data points have the baseline factor level"	"abundance"	156	19
"Pasteurellaceae"	"DMM"	"DMM2"	"DMMDMM2"	NA	NA	NA	NA	NA	0.001659115400649	0.00863682010735117	"No data points have the baseline factor level"	"abundance"	156	52
"Pasteurellaceae"	"DMM"	"DMM3"	"DMMDMM3"	NA	NA	NA	NA	NA	0.00123615068676823	0.00842830013705614	"No data points have the baseline factor level"	"abundance"	156	52
"Pasteurellaceae"	"DMM"	"DMM4"	"DMMDMM4"	NA	NA	NA	NA	NA	0.00031266987078132	0.00293128003857487	"No data points have the baseline factor level"	"abundance"	156	52
"Bacteroidaceae"	"DMM"	"DMM4"	"DMMDMM4"	NA	0	NA	NA	NA	0.00160567010170332	0.00863682010735117	"All logistic values are the same"	"prevalence"	156	156
"Enterobacteriaceae"	"DMM"	"DMM3"	"DMMDMM3"	NA	0	NA	NA	NA	9.5661256693802e-12	1.04389830113405e-09	"All logistic values are the same"	"prevalence"	156	156
"Enterobacteriaceae"	"DMM"	"DMM6"	"DMMDMM6"	NA	0	NA	NA	NA	0.00166978522075456	0.00863682010735117	"All logistic values are the same"	"prevalence"	156	156
"Verrucomicrobiaceae"	"DMM"	"DMM3"	"DMMDMM3"	NA	0	NA	NA	NA	0.0239315122565114	0.0854696866303977	"All logistic values are the same"	"prevalence"	156	156
"Verrucomicrobiaceae"	"DMM"	"DMM6"	"DMMDMM6"	NA	0	NA	NA	NA	0.0207266152763033	0.0758290802791583	"All logistic values are the same"	"prevalence"	156	156
