"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Bacteroidetes"	"DMM"	"DMM6"	"DMMDMM6"	NA	0	NA	NA	NA	0.327727949739244	0.585228481677221	"All logistic values are the same"	"prevalence"	156	156
"Firmicutes"	"DMM"	"DMM2"	"DMMDMM2"	NA	0	NA	NA	NA	0.439004583373364	0.665158459656611	"All logistic values are the same"	"prevalence"	156	156
"Firmicutes"	"DMM"	"DMM3"	"DMMDMM3"	NA	0	NA	NA	NA	0.596564684912276	0.806512580193827	"All logistic values are the same"	"prevalence"	156	156
"Firmicutes"	"DMM"	"DMM4"	"DMMDMM4"	NA	0	NA	NA	NA	0.108189776824847	0.270474442062116	"All logistic values are the same"	"prevalence"	156	156
"Firmicutes"	"DMM"	"DMM5"	"DMMDMM5"	NA	0	NA	NA	NA	0.910640217695958	0.968766189038254	"All logistic values are the same"	"prevalence"	156	156
"Firmicutes"	"DMM"	"DMM6"	"DMMDMM6"	NA	0	NA	NA	NA	0.541017241335277	0.77288177333611	"All logistic values are the same"	"prevalence"	156	156
"Proteobacteria"	"DMM"	"DMM2"	"DMMDMM2"	NA	0	NA	NA	NA	0.757657199624632	0.87896345545131	"All logistic values are the same"	"prevalence"	156	156
"Proteobacteria"	"DMM"	"DMM3"	"DMMDMM3"	NA	0	NA	NA	NA	2.83022360174634e-05	0.000353777950218293	"All logistic values are the same"	"prevalence"	156	156
"Proteobacteria"	"DMM"	"DMM4"	"DMMDMM4"	NA	0	NA	NA	NA	1	1	"All logistic values are the same"	"prevalence"	156	156
"Proteobacteria"	"DMM"	"DMM5"	"DMMDMM5"	NA	0	NA	NA	NA	0.000314721427984388	0.00262267856653657	"All logistic values are the same"	"prevalence"	156	156
"Proteobacteria"	"DMM"	"DMM6"	"DMMDMM6"	NA	0	NA	NA	NA	0.00266241811509405	0.0166401132193378	"All logistic values are the same"	"prevalence"	156	156
"Verrucomicrobia"	"DMM"	"DMM2"	"DMMDMM2"	NA	0	NA	NA	NA	0.773487840797153	0.87896345545131	"All logistic values are the same"	"prevalence"	156	156
"Verrucomicrobia"	"DMM"	"DMM3"	"DMMDMM3"	NA	0	NA	NA	NA	0.0477882550021789	0.173865173555994	"All logistic values are the same"	"prevalence"	156	156
"Verrucomicrobia"	"DMM"	"DMM4"	"DMMDMM4"	NA	0	NA	NA	NA	0.740443946107868	0.87896345545131	"All logistic values are the same"	"prevalence"	156	156
"Verrucomicrobia"	"DMM"	"DMM5"	"DMMDMM5"	NA	0	NA	NA	NA	0.948753304391435	0.969130840941163	"All logistic values are the same"	"prevalence"	156	156
"Verrucomicrobia"	"DMM"	"DMM6"	"DMMDMM6"	NA	0	NA	NA	NA	0.0306581395288472	0.139355179676578	"All logistic values are the same"	"prevalence"	156	156
