"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Pseudomonas;T28"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.440754195179234	0.0314352114857477	0.164002494518145	0.0646078502382803	0.963621222638627	0.125041526164149	0.862372138897282	NA	"abundance"	156	66
"Unclassified [Barnesiellaceae];T31"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.595164795264141	0.0314352114857477	0.248081263326931	0.0512785074138795	0.963621222638627	0.0999275295051637	0.862372138897282	NA	"abundance"	156	153
"Unclassified Christensenellaceae;T15"	"Year"	"Year"	"Year"	0.644306065943058	-0.0292642644360419	0.265422080703006	0.0338866729553167	0.963621222638627	0.0666250393066528	0.862372138897282	NA	"abundance"	156	152
"Aggregatibacter;T50"	"Year"	"Year"	"Year"	-1.25667464180992	0	0.649730197153137	0.0530948806492657	0.963621222638627	0.103370694947372	0.862372138897282	NA	"prevalence"	156	52
"Bifidobacterium;T51"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-1.10475889762568	0	0.600333448860043	0.0657326989678143	0.963621222638627	0.127144610222035	0.862372138897282	NA	"prevalence"	156	99
"Parvimonas;T45"	"Year"	"Year"	"Year"	-1.31749199305934	0	0.649240646440895	0.0424296327555232	0.963621222638627	0.0830589917752779	0.862372138897282	NA	"prevalence"	156	74
"[Prevotella];T20"	"Year"	"Year"	"Year"	-7.64556522318798	0	4.28162068156027	0.0741525685331066	0.985169839082702	0.142806533646156	0.891112769952014	NA	"prevalence"	156	82
"[Eubacterium];T39"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.589889463663232	0.0314352114857477	0.315495069245067	0.146023980128831	0.99367537697424	0.270724957484997	0.898576454631054	NA	"abundance"	156	57
"[Prevotella];T20"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-1.19508628275534	0.0497346737383611	0.616897278874525	0.103621731975478	0.99367537697424	0.196506000613358	0.898576454631054	NA	"abundance"	156	82
"[Ruminococcus];T21"	"Year"	"Year"	"Year"	0.397446653014115	-0.0292642644360419	0.201235159543469	0.0912398868332887	0.99367537697424	0.174155056717226	0.898576454631054	NA	"abundance"	156	155
"Bilophila;T35"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.318736156050246	0.0314352114857477	0.197596005619893	0.137209751249913	0.99367537697424	0.255592986661763	0.898576454631054	NA	"abundance"	156	153
"Fusobacterium;T30"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	1.83035670248608	0.0497346737383611	0.925721333883468	0.0925745676234144	0.99367537697424	0.0925745676234144	0.862372138897282	NA	"abundance"	156	85
"Fusobacterium;T30"	"Year"	"Year"	"Year"	-1.50051984809721	-0.0292642644360419	0.732621354753319	0.0837450783988301	0.99367537697424	0.0837450783988301	0.862372138897282	NA	"abundance"	156	85
"Lachnospira;T13"	"Year"	"Year"	"Year"	0.386906760345805	-0.0292642644360419	0.237284086772338	0.137960656786151	0.99367537697424	0.256888170751435	0.898576454631054	NA	"abundance"	156	154
"Methanobrevibacter;T16"	"Year"	"Year"	"Year"	-0.63939652681947	-0.0292642644360419	0.254190781112323	0.100640751981043	0.99367537697424	0.191152943002777	0.898576454631054	NA	"abundance"	156	46
"Parvimonas;T45"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	2.1620536264897	0.0497346737383611	0.939276095120626	0.0892067543651709	0.99367537697424	0.170455663705974	0.898576454631054	NA	"abundance"	156	74
"Parvimonas;T45"	"Year"	"Year"	"Year"	-1.47071661381699	-0.0292642644360419	0.779873168376881	0.142206866562041	0.99367537697424	0.0830589917752779	0.862372138897282	NA	"abundance"	156	74
"Prevotella;T09"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.65909898171595	0.0314352114857477	0.406100130431921	0.115065219384321	0.99367537697424	0.216890434056681	0.898576454631054	NA	"abundance"	156	149
"Unclassified Enterobacteriaceae;T03"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.886827474915809	0.0314352114857477	0.562947357398066	0.123069958422603	0.99367537697424	0.123069958422603	0.862372138897282	NA	"abundance"	156	156
"Unclassified Firmicutes;T37"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.506421300516236	0.0497346737383611	0.264659938189203	0.126862487343863	0.99367537697424	0.237630883992654	0.898576454631054	NA	"abundance"	156	140
"Unclassified Firmicutes;T37"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.332278900393562	0.0314352114857477	0.189929498529816	0.116949759008434	0.99367537697424	0.220222271884737	0.898576454631054	NA	"abundance"	156	140
"Unclassified Ruminococcaceae;T05"	"Year"	"Year"	"Year"	0.286138635508147	-0.0292642644360419	0.134293979087248	0.112529507949676	0.99367537697424	0.112529507949676	0.862372138897282	NA	"abundance"	156	156
"Veillonella;T49"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.471331139482614	0.0314352114857477	0.251932699238665	0.13514632074962	0.99367537697424	0.25202811348708	0.898576454631054	NA	"abundance"	156	91
"[Eubacterium];T39"	"Year"	"Year"	"Year"	-0.720566223504694	0	0.495093932315116	0.145554915893022	0.99367537697424	0.269923598245419	0.898576454631054	NA	"prevalence"	156	57
"Methanobrevibacter;T16"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-1.03086664347817	0	0.699172640019081	0.140371421686127	0.99367537697424	0.261038707346069	0.898576454631054	NA	"prevalence"	156	46
"Providencia;T18"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	4.32025008698488	0	2.81427571451488	0.124754428404757	0.99367537697424	0.233945189402916	0.898576454631054	NA	"prevalence"	156	85
"Synergistes;T44"	"Year"	"Year"	"Year"	-0.956873917772258	0	0.620445626971916	0.123016123377295	0.99367537697424	0.230899280143812	0.898576454631054	NA	"prevalence"	156	123
"[Eubacterium];T39"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.165860351228114	0.0497346737383611	0.471665914081917	0.667371300269546	1	0.650425400922906	1	NA	"abundance"	156	57
"[Eubacterium];T39"	"Year"	"Year"	"Year"	-0.205341338843639	-0.0292642644360419	0.396795883866492	0.683243615504121	1	0.269923598245419	0.898576454631054	NA	"abundance"	156	57
"[Prevotella];T20"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.776759463931284	0.0314352114857477	0.956137659758557	0.43720254808328	1	0.683259028116047	1	NA	"abundance"	156	82
"[Prevotella];T20"	"Year"	"Year"	"Year"	1.16112917798663	-0.0292642644360419	1.86323564650798	0.549937956773371	1	0.142806533646156	0.891112769952014	NA	"abundance"	156	82
"Aggregatibacter;T50"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.64220551501061	0.0497346737383611	1.30489654786808	0.679811757454118	1	0.897479489335379	1	NA	"abundance"	156	52
"Aggregatibacter;T50"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.734126918453066	0.0314352114857477	0.802038859599862	0.446735378996848	1	0.693898259146238	1	NA	"abundance"	156	52
"Aggregatibacter;T50"	"Year"	"Year"	"Year"	-0.80229797873658	-0.0292642644360419	0.963314351298801	0.482228136046433	1	0.103370694947372	0.862372138897282	NA	"abundance"	156	52
"Akkermansia;T06"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.0307417015909676	0.0497346737383611	0.494162825865933	0.970477981175561	1	0.970477981175561	1	NA	"abundance"	156	156
"Akkermansia;T06"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.295755834298627	0.0314352114857477	0.347960483374188	0.471206389383488	1	0.471206389383488	1	NA	"abundance"	156	156
"Akkermansia;T06"	"Year"	"Year"	"Year"	0.328777096615473	-0.0292642644360419	0.414574658675221	0.412286612666897	1	0.412286612666897	0.954807566557769	NA	"abundance"	156	156
"Bacteroides;T04"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.206691891357637	0.0497346737383611	0.181571465046353	0.237175231859708	1	0.237175231859708	0.898576454631054	NA	"abundance"	156	156
"Bacteroides;T04"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.149693986478612	0.0314352114857477	0.127851978007	0.48782548066356	1	0.48782548066356	1	NA	"abundance"	156	156
"Bacteroides;T04"	"Year"	"Year"	"Year"	-0.0660377759763828	-0.0292642644360419	0.15232818861849	0.854054529709772	1	0.854054529709772	1	NA	"abundance"	156	156
"Bifidobacterium;T51"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	1.03695526558622	0.0497346737383611	0.667857494910166	0.171195938941284	1	0.31308382837258	0.947668104828093	NA	"abundance"	156	99
"Bifidobacterium;T51"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.392444650055255	0.0314352114857477	0.414188686382248	0.340276176226957	1	0.127144610222035	0.862372138897282	NA	"abundance"	156	99
"Bifidobacterium;T51"	"Year"	"Year"	"Year"	-0.399848079767999	-0.0292642644360419	0.479138755873047	0.466415568620135	1	0.383912950302421	0.954807566557769	NA	"abundance"	156	99
"Bilophila;T35"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.123970344239394	0.0497346737383611	0.280619797886482	0.562228517059388	1	0.808356128723978	1	NA	"abundance"	156	153
"Bilophila;T35"	"Year"	"Year"	"Year"	-0.046761424739751	-0.0292642644360419	0.235424137221242	0.947718745015863	1	0.997266670377284	1	NA	"abundance"	156	153
"Blautia;T14"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.0573029172279936	0.0497346737383611	0.149450070306882	0.967300778621488	1	0.998930760921239	1	NA	"abundance"	156	155
"Blautia;T14"	"Year"	"Year"	"Year"	0.00123324636371469	-0.0292642644360419	0.12538015537266	0.871047351240502	1	0.98337121437791	1	NA	"abundance"	156	155
"Clostridium;T48"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.194979529792502	0.0497346737383611	0.328792235394097	0.675354843537806	1	0.894605522385638	1	NA	"abundance"	156	146
"Clostridium;T48"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.0546844442689015	0.0314352114857477	0.231516211194017	0.735706074932898	1	0.930148721172625	1	NA	"abundance"	156	146
"Clostridium;T48"	"Year"	"Year"	"Year"	0.331916336263052	-0.0292642644360419	0.275838087425361	0.244791669961935	1	0.429660378241117	0.971406072545135	NA	"abundance"	156	146
"Coprococcus;T08"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.224744697417522	0.0497346737383611	0.378110958786923	0.487051728926999	1	0.736884071203219	1	NA	"abundance"	156	155
"Desulfovibrio;T40"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.0895110754624147	0.0497346737383611	0.250848710227336	0.608622653809175	1	0.846823772888627	1	NA	"abundance"	156	154
"Desulfovibrio;T40"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.0335602944121159	0.0314352114857477	0.176632951520672	0.753405704823637	1	0.939191253586473	1	NA	"abundance"	156	154
"Desulfovibrio;T40"	"Year"	"Year"	"Year"	0.0825609176934391	-0.0292642644360419	0.210447878671132	0.64764379071952	1	0.875845101781491	1	NA	"abundance"	156	154
"Dialister;T23"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.0497346737383611	0.0497346737383611	0.364587238264867	1	1	1	1	NA	"abundance"	156	153
"Dialister;T23"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.0754119013238087	0.0314352114857477	0.256720953131997	0.701351504812356	1	0.910809076322156	1	NA	"abundance"	156	153
"Dorea;T24"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.118027322247423	0.0497346737383611	0.269791848210046	0.561528484000151	1	0.807742729656794	1	NA	"abundance"	156	154
"Dorea;T24"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.197489583297527	0.0314352114857477	0.189971598428272	0.451757702802157	1	0.699430383563232	1	NA	"abundance"	156	154
"Faecalibacterium;T11"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.152308796107086	0.0497346737383611	0.134675407210925	0.561185542053433	1	0.80744187149706	1	NA	"abundance"	156	154
"Faecalibacterium;T11"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.0828482082426826	0.0314352114857477	0.0948305241488209	0.444232625738573	1	0.691122625706559	1	NA	"abundance"	156	154
"Fusobacterium;T30"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.397836334554058	0.0314352114857477	0.550486986831784	0.5288753081864	1	0.5288753081864	1	NA	"abundance"	156	85
"Lachnospira;T13"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.436648203251024	0.0497346737383611	0.282836812136882	0.214832238016654	1	0.383511585542064	0.954807566557769	NA	"abundance"	156	154
"Methanobrevibacter;T16"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.231147966465277	0.0497346737383611	0.414047295617056	0.541780658616405	1	0.261038707346069	0.898576454631054	NA	"abundance"	156	46
"Methanobrevibacter;T16"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.195752358559768	0.0314352114857477	0.290996236633013	0.499922548458033	1	0.749922542459292	1	NA	"abundance"	156	46
"Oscillospira;T38"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.198883575310099	0.0497346737383611	0.1915995298038	0.267409205633307	1	0.267409205633307	0.898576454631054	NA	"abundance"	156	156
"Oscillospira;T38"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.0421647459012448	0.0314352114857477	0.134913153145366	0.67332703989581	1	0.67332703989581	1	NA	"abundance"	156	156
"Oscillospira;T38"	"Year"	"Year"	"Year"	0.239324997444587	-0.0292642644360419	0.160741167714411	0.210200744884505	1	0.210200744884505	0.898576454631054	NA	"abundance"	156	156
"Parabacteroides;T17"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.263413348504494	0.0497346737383611	0.233717849546862	0.235930742692786	1	0.416198170038002	0.954807566557769	NA	"abundance"	156	154
"Parabacteroides;T17"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.0080509963177371	0.0314352114857477	0.164570404014092	0.84543810559655	1	0.976110620798417	1	NA	"abundance"	156	154
"Parabacteroides;T17"	"Year"	"Year"	"Year"	-0.354853972184785	-0.0292642644360419	0.196076055564091	0.183981467678179	1	0.334113754907341	0.947668104828093	NA	"abundance"	156	154
"Parvimonas;T45"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.723397627053299	0.0314352114857477	0.632276540124642	0.339380390350846	1	0.563581731347	1	NA	"abundance"	156	74
"Phascolarctobacterium;T32"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.3438355370995	0.0314352114857477	0.219029487058834	0.213597065259574	1	0.381570424231646	0.954807566557769	NA	"abundance"	156	155
"Prevotella;T09"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.413867533253615	0.0497346737383611	0.576730972703462	0.537702275005069	1	0.786280813464511	1	NA	"abundance"	156	149
"Providencia;T18"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.816910374034552	0.0497346737383611	0.946301145577617	0.444436712534018	1	0.691349433619991	1	NA	"abundance"	156	85
"Providencia;T18"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.120619498448362	0.0314352114857477	1.1607940176886	0.89930799494302	1	0.233945189402916	0.898576454631054	NA	"abundance"	156	85
"Providencia;T18"	"Year"	"Year"	"Year"	1.21126272565571	-0.0292642644360419	1.3638822460766	0.39299147577	1	0.631540651512118	1	NA	"abundance"	156	85
"Roseburia;T25"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.299737363710675	0.0497346737383611	0.363461426240294	0.513116697820226	1	0.303605843418215	0.947250231464831	NA	"abundance"	156	139
"Roseburia;T25"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.108258836464271	0.0314352114857477	0.250757774288656	0.777874251248485	1	0.932068102187975	1	NA	"abundance"	156	139
"Roseburia;T25"	"Year"	"Year"	"Year"	-0.0589748648944495	-0.0292642644360419	0.316166174754897	0.930186313406719	1	0.325853512259334	0.947668104828093	NA	"abundance"	156	139
"Ruminococcus;T19"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.124575039612256	0.0497346737383611	0.181661773622589	0.723810757423505	1	0.923719502285022	1	NA	"abundance"	156	154
"Ruminococcus;T19"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.0700433381881931	0.0314352114857477	0.127915568010528	0.55133467578736	1	0.798699426849166	1	NA	"abundance"	156	154
"Ruminococcus;T19"	"Year"	"Year"	"Year"	-0.036796682659893	-0.0292642644360419	0.152403952405664	0.969828642651911	1	0.999089689195774	1	NA	"abundance"	156	154
"Serratia;T22"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	1.83354601643989	0.0497346737383611	2.674203630077	0.625007515450412	1	0.742026459156328	1	NA	"abundance"	156	29
"Serratia;T22"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-3.45234383756361	0.0314352114857477	2.40810382269151	0.385072115294899	1	0.621863696612111	1	NA	"abundance"	156	29
"Serratia;T22"	"Year"	"Year"	"Year"	-2.62176556100269	-0.0292642644360419	4.01819214715465	0.634748527596582	1	0.866591361907135	1	NA	"abundance"	156	29
"Sutterella;T34"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.111903104660623	0.0497346737383611	0.272408250299407	0.8305552751338	1	0.971288485215018	1	NA	"abundance"	156	154
"Sutterella;T34"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.0958205875695925	0.0314352114857477	0.191813915349056	0.565705740104666	1	0.811388495821964	1	NA	"abundance"	156	154
"Sutterella;T34"	"Year"	"Year"	"Year"	-0.0274121896027279	-0.0292642644360419	0.228535113280313	0.994318795444445	1	0.999967723914798	1	NA	"abundance"	156	154
"Synergistes;T44"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.113321220626867	0.0497346737383611	0.53565787571888	0.766336745084516	1	0.294742916949428	0.945968768612331	NA	"abundance"	156	123
"Synergistes;T44"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.0744476182697781	0.0314352114857477	0.380700216312468	0.789497676035551	1	0.443730769072869	0.974957746131937	NA	"abundance"	156	123
"Synergistes;T44"	"Year"	"Year"	"Year"	0.250414337498421	-0.0292642644360419	0.480933544271741	0.57729383766974	1	0.230899280143812	0.898576454631054	NA	"abundance"	156	123
"Unclassified [Barnesiellaceae];T31"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.400823980113937	0.0497346737383611	0.342545066692791	0.221162949662693	1	0.393412849021883	0.954807566557769	NA	"abundance"	156	153
"Unclassified [Barnesiellaceae];T31"	"Year"	"Year"	"Year"	0.075918187125728	-0.0292642644360419	0.278846102349573	0.730345163245002	1	0.927286269014635	1	NA	"abundance"	156	153
"Unclassified Christensenellaceae;T15"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.184770328072881	0.0497346737383611	0.316376610829379	0.483213290326258	1	0.732931496704587	1	NA	"abundance"	156	152
"Unclassified Christensenellaceae;T15"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.0334470676469083	0.0314352114857477	0.222773856450191	0.993496922194843	1	0.99995770997906	1	NA	"abundance"	156	152
"Unclassified Clostridiaceae;T46"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.0242406246695137	0.0497346737383611	0.234214417925807	0.773005959777495	1	0.948473705703464	1	NA	"abundance"	156	154
"Unclassified Clostridiaceae;T46"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.165282416617195	0.0314352114857477	0.164920058346878	0.500823112587799	1	0.750822435073467	1	NA	"abundance"	156	154
"Unclassified Clostridiaceae;T46"	"Year"	"Year"	"Year"	0.0429202777255943	-0.0292642644360419	0.19649264834573	0.756744145788874	1	0.940826589392015	1	NA	"abundance"	156	154
"Unclassified Coriobacteriaceae;T47"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.18661669758316	0.0497346737383611	0.33873697905161	0.700344707376408	1	0.910206705602669	1	NA	"abundance"	156	149
"Unclassified Coriobacteriaceae;T47"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.143373228381946	0.0314352114857477	0.23864936745164	0.669982274528419	1	0.891088300874564	1	NA	"abundance"	156	149
"Unclassified Coriobacteriaceae;T47"	"Year"	"Year"	"Year"	-0.342234346011342	-0.0292642644360419	0.286505387833392	0.327803405510816	1	0.548151738357143	1	NA	"abundance"	156	149
"Unclassified Cyanobacteria;T36"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.136428570561616	0.0497346737383611	0.519793139764011	0.870541603774646	1	0.764896718474749	1	NA	"abundance"	156	140
"Unclassified Cyanobacteria;T36"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.199221125182176	0.0314352114857477	0.472498165859031	0.636148425813782	1	0.330394354776912	0.947668104828093	NA	"abundance"	156	140
"Unclassified Cyanobacteria;T36"	"Year"	"Year"	"Year"	-0.306512510396287	-0.0292642644360419	0.732036149250925	0.710373764422409	1	0.373819777667428	0.954807566557769	NA	"abundance"	156	140
"Unclassified Enterobacteriaceae;T02"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.341187579924524	0.0497346737383611	1.555792799445	0.854069843806238	1	0.693276658983476	1	NA	"abundance"	156	76
"Unclassified Enterobacteriaceae;T02"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.257022410620685	0.0314352114857477	0.939042027657554	0.814153735897254	1	0.79954403109632	1	NA	"abundance"	156	76
"Unclassified Enterobacteriaceae;T02"	"Year"	"Year"	"Year"	-1.09422106374452	-0.0292642644360419	1.07871836346449	0.343700159884726	1	0.569270519864666	1	NA	"abundance"	156	76
"Unclassified Enterobacteriaceae;T03"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.654276745550822	0.0497346737383611	0.79948060264772	0.389329131396593	1	0.389329131396593	0.954807566557769	NA	"abundance"	156	156
"Unclassified Enterobacteriaceae;T03"	"Year"	"Year"	"Year"	-0.683409298525239	-0.0292642644360419	0.670719003153143	0.345567070401335	1	0.345567070401335	0.954807566557769	NA	"abundance"	156	156
"Unclassified Erysipelotrichaceae;T26"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	-0.185865783544162	0.0497346737383611	0.169845080250553	0.252083179239789	1	0.440620429223938	0.974957746131937	NA	"abundance"	156	154
"Unclassified Erysipelotrichaceae;T26"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.0892744858041452	0.0314352114857477	0.119594945490181	0.721530510179739	1	0.922454743239243	1	NA	"abundance"	156	154
"Unclassified Erysipelotrichaceae;T26"	"Year"	"Year"	"Year"	0.0412362306726843	-0.0292642644360419	0.14249041507554	0.713716086871087	1	0.918041521083597	1	NA	"abundance"	156	154
"Unclassified Firmicutes;T07"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	"Triglycerides_mg.dL"	0.0516042305841868	0.0497346737383611	0.162004703294988	0.992305892043427	1	0.992305892043427	1	NA	"abundance"	156	156
"Unclassified Firmicutes;T07"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.0294233553245871	0.0314352114857477	0.114074211811937	0.989829312057745	1	0.989829312057745	1	NA	"abundance"	156	156
