"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"T45"	"DMM"	"DMM4"	"DMMDMM4"	4.55923196078722	0	0.930542450721534	9.6060241071415e-07	4.19634331673629e-05	1.92120389867131e-06	4.60952883483505e-05	NA	"prevalence"	156	74
"T18"	"DMM"	"DMM3"	"DMMDMM3"	-4.1038631204993	-0.365398749618045	0.680832899236985	2.12747484684694e-06	7.76528319099135e-05	2.12747484684694e-06	4.60952883483505e-05	NA	"abundance"	156	85
"T23"	"DMM"	"DMM2"	"DMMDMM2"	-1.81045675875925	0.10442399884906	0.306074850250754	3.69865298743832e-06	0.000124616154499845	3.69865298743832e-06	7.39730597487664e-05	NA	"abundance"	156	153
"T17"	"DMM"	"DMM4"	"DMMDMM4"	1.16741046072277	-0.266968573950363	0.190428280002561	6.76140402111614e-06	0.000164527497847159	1.35227623256479e-05	0.000195328789148248	NA	"abundance"	156	154
"T39"	"DMM"	"DMM6"	"DMMDMM6"	5.57227378425805	-1.40279779887434	0.947009615264352	6.18683593189839e-06	0.000164527497847159	6.18683593189839e-06	0.000107238489486239	NA	"abundance"	156	57
"T20"	"DMM"	"DMM2"	"DMMDMM2"	8.29892718588609	0	1.84204637385278	6.62867525442805e-06	0.000164527497847159	6.62867525442805e-06	0.000107715972884456	NA	"prevalence"	156	82
"T20"	"DMM"	"DMM4"	"DMMDMM4"	6.46234037197358	0	1.42765950484655	5.99607277045725e-06	0.000164527497847159	5.99607277045725e-06	0.000107238489486239	NA	"prevalence"	156	82
"T30"	"DMM"	"DMM3"	"DMMDMM3"	2.59695862983465	0	0.576665685018384	6.68735412248408e-06	0.000164527497847159	1.3374663524263e-05	0.000195328789148248	NA	"prevalence"	156	85
"T13"	"DMM"	"DMM4"	"DMMDMM4"	-1.97015257089626	-0.266968573950363	0.295060702099665	1.55651972113535e-05	0.000340877818928642	1.55651972113535e-05	0.000202347563747596	NA	"abundance"	156	154
"T32"	"DMM"	"DMM2"	"DMMDMM2"	1.7811093087499	0.10442399884906	0.274162916917699	1.48180290462374e-05	0.000340877818928642	1.48180290462374e-05	0.000202347563747596	NA	"abundance"	156	155
"T04"	"DMM"	"DMM4"	"DMMDMM4"	0.989661058453625	-0.266968573950363	0.161758138446875	2.57502533118625e-05	0.000499045183373109	2.57502533118625e-05	0.000318812660051631	NA	"abundance"	156	156
"T08"	"DMM"	"DMM4"	"DMMDMM4"	-2.32355372026402	-0.266968573950363	0.407837232612239	2.62055689899121e-05	0.000499045183373109	5.24104512479781e-05	0.000592465970629318	NA	"abundance"	156	155
"T09"	"DMM"	"DMM4"	"DMMDMM4"	2.41695477639149	-0.266968573950363	0.568239225965229	2.5499314547428e-05	0.000499045183373109	5.09979788798137e-05	0.000592465970629318	NA	"abundance"	156	149
"T24"	"DMM"	"DMM4"	"DMMDMM4"	1.30678301498764	-0.266968573950363	0.280752027867494	3.69132674967743e-05	0.000646720446543485	7.38251724042313e-05	0.000767781793004005	NA	"abundance"	156	154
"T45"	"DMM"	"DMM3"	"DMMDMM3"	3.57708483805389	0	0.865828277004707	3.60557107452716e-05	0.000646720446543485	7.2110121476266e-05	0.000767781793004005	NA	"prevalence"	156	74
"T51"	"DMM"	"DMM2"	"DMMDMM2"	2.14694129323154	0	0.530372315635421	5.16595762827607e-05	0.000870265169686507	0.0001033164838537	0.001033164838537	NA	"prevalence"	156	99
"T14"	"DMM"	"DMM6"	"DMMDMM6"	-6.54686736893423	-1.40279779887434	0.8066942495105	0.00010948441715708	0.00177608054499263	0.00010948441715708	0.00105429438743855	NA	"abundance"	156	155
"T51"	"DMM"	"DMM5"	"DMMDMM5"	2.15708356322251	-0.177391055455408	0.547530327213165	0.00011953744346116	0.00186990715128528	0.00023906059772193	0.00214330191061041	NA	"abundance"	156	99
"T02"	"DMM"	"DMM2"	"DMMDMM2"	-4.14470502250758	0.10442399884906	1.0265659076675	0.000144824670137877	0.00218735191449622	0.000144824670137877	0.00134480050842315	NA	"abundance"	156	76
"T51"	"DMM"	"DMM4"	"DMMDMM4"	2.19258144002607	0	0.587648234449177	0.00019063636431846	0.00278329091904951	0.000381236386413518	0.00284684534867351	NA	"prevalence"	156	99
"T50"	"DMM"	"DMM4"	"DMMDMM4"	4.76441002619538	0	1.32176922537143	0.00031266987078132	0.00441772269039413	0.00031266987078132	0.00270980554677144	NA	"prevalence"	156	52
"T08"	"DMM"	"DMM3"	"DMMDMM3"	-2.05734936510678	-0.365398749618045	0.374712505203667	0.000332128323303205	0.00443351204465529	0.000332128323303205	0.00271400780130868	NA	"abundance"	156	155
"T27"	"DMM"	"DMM4"	"DMMDMM4"	-1.9139829104558	-0.266968573950363	0.379277632455641	0.000334031729391837	0.00443351204465529	0.000334031729391837	0.00271400780130868	NA	"abundance"	156	153
"T20"	"DMM"	"DMM3"	"DMMDMM3"	4.65849133583106	0	1.30442663156094	0.000355221534023622	0.00457608917359843	0.000355221534023622	0.00279871511654975	NA	"prevalence"	156	82
"T35"	"DMM"	"DMM4"	"DMMDMM4"	0.964136303802988	-0.266968573950363	0.237806243065333	0.000383229181552203	0.00479583947199614	0.000383229181552203	0.00284684534867351	NA	"abundance"	156	153
"T15"	"DMM"	"DMM3"	"DMMDMM3"	-1.89615085625474	-0.365398749618045	0.329868488852016	0.000403352908604493	0.00490746038802133	0.000403352908604493	0.00291310433992134	NA	"abundance"	156	152
"T41"	"DMM"	"DMM4"	"DMMDMM4"	-1.51409290737641	-0.266968573950363	0.250860787052435	0.000442109204249808	0.00523361706652475	0.000442109204249808	0.00310671332716081	NA	"abundance"	156	152
"T13"	"DMM"	"DMM2"	"DMMDMM2"	-1.18748855339545	0.10442399884906	0.271095736313116	0.000672215573116142	0.00774816897433869	0.000672215573116142	0.00459936971079465	NA	"abundance"	156	154
"T51"	"DMM"	"DMM5"	"DMMDMM5"	2.35457118317819	0	0.695359495595534	0.000708881967090081	0.00796128978424245	0.00023906059772193	0.00214330191061041	NA	"prevalence"	156	99
"T16"	"DMM"	"DMM3"	"DMMDMM3"	1.89881386545978	0	0.562273673934153	0.000732736263013776	0.00802346208000084	0.00146493562359642	0.00906864909845401	NA	"prevalence"	156	46
"T24"	"DMM"	"DMM2"	"DMMDMM2"	1.34402172756912	0.10442399884906	0.257949219176027	0.000807578576724088	0.00862730284402807	0.00161450497029059	0.00976212307617568	NA	"abundance"	156	154
"T34"	"DMM"	"DMM4"	"DMMDMM4"	0.915233583201754	-0.266968573950363	0.253833279818882	0.000952389124762032	0.00993205801537548	0.0019038712044791	0.0110001447369903	NA	"abundance"	156	154
"T06"	"DMM"	"DMM6"	"DMMDMM6"	-6.75747982550159	-1.40279779887434	1.25245313920634	0.00116694119235006	0.0118865172616122	0.00116694119235006	0.00777960794900038	NA	"abundance"	156	156
"T32"	"DMM"	"DMM5"	"DMMDMM5"	-1.46517645680108	-0.177391055455408	0.336193913594219	0.00125624884062769	0.0122274887154429	0.00251091952010581	0.013890193089947	NA	"abundance"	156	155
"T50"	"DMM"	"DMM3"	"DMMDMM3"	4.20484597863031	0	1.30164677624184	0.00123615068676823	0.0122274887154429	0.00123615068676823	0.00803497946399352	NA	"prevalence"	156	52
"T42"	"DMM"	"DMM2"	"DMMDMM2"	1.41655893679669	0.10442399884906	0.309805054031646	0.00132457649077522	0.0126122718034684	0.00264739847867052	0.0143400750927987	NA	"abundance"	156	149
"T08"	"DMM"	"DMM6"	"DMMDMM6"	-7.70149762503364	-1.40279779887434	1.63905492010029	0.0013544673907806	0.0126224833438703	0.0013544673907806	0.00858930540495015	NA	"abundance"	156	155
"T50"	"DMM"	"DMM2"	"DMMDMM2"	4.09408120725557	0	1.30164677624184	0.001659115400649	0.0151394280309222	0.001659115400649	0.00980386373110775	NA	"prevalence"	156	52
"T01"	"DMM"	"DMM5"	"DMMDMM5"	3.76257396422623	-0.177391055455408	1.20394194095654	0.00178675261712624	0.0159713805367611	0.00357031274933768	0.0189445166291387	NA	"abundance"	156	91
"T47"	"DMM"	"DMM2"	"DMMDMM2"	1.27642326948519	0.10442399884906	0.267654298363362	0.00189645950581785	0.0166129852709644	0.00378932245297849	0.0197044767554882	NA	"abundance"	156	149
"T16"	"DMM"	"DMM2"	"DMMDMM2"	2.37070813221342	0.10442399884906	0.648405800958198	0.00225737719159191	0.0193868864689658	0.00225737719159191	0.0127590884742152	NA	"abundance"	156	46
"T01"	"DMM"	"DMM5"	"DMMDMM5"	5.80123586920368	0	1.92308428323409	0.00255600658264729	0.0215294400615291	0.00357031274933768	0.0189445166291387	NA	"prevalence"	156	91
"T18"	"DMM"	"DMM2"	"DMMDMM2"	4.14946359294298	0	1.38078467779395	0.00265450841061162	0.0219372581858093	0.00530197040632124	0.0250638601026095	NA	"prevalence"	156	85
"T21"	"DMM"	"DMM5"	"DMMDMM5"	-1.31401045151031	-0.177391055455408	0.31587949738229	0.00274957640133344	0.0223021196997046	0.00549159263228011	0.0254966800784434	NA	"abundance"	156	155
"T51"	"DMM"	"DMM3"	"DMMDMM3"	1.44689246420097	0	0.485878386835309	0.00290239983524841	0.0231136568697965	0.00579637574569318	0.0260804941051826	NA	"prevalence"	156	99
"T43"	"DMM"	"DMM2"	"DMMDMM2"	3.75692190067678	0	1.30327290742063	0.00394304750935983	0.0308402644482072	0.00394304750935983	0.0201018108320305	NA	"prevalence"	156	19
"T01"	"DMM"	"DMM6"	"DMMDMM6"	5.36325067261703	-1.40279779887434	2.08528861109982	0.00441018480942279	0.0338887885355646	0.00880091988879231	0.0363212566839048	NA	"abundance"	156	91
"T09"	"DMM"	"DMM3"	"DMMDMM3"	1.27649199104464	-0.365398749618045	0.509974421409963	0.00493159242764585	0.0371894867608681	0.00493159242764585	0.0245751153145394	NA	"abundance"	156	149
"T12"	"DMM"	"DMM6"	"DMMDMM6"	-4.4390692245532	-1.40279779887434	0.322390826975202	0.00500954273719456	0.0371894867608681	0.00500954273719456	0.0245751153145394	NA	"abundance"	156	156
"T16"	"DMM"	"DMM4"	"DMMDMM4"	1.89738987516288	-0.266968573950363	0.694187632472854	0.0051422387448703	0.0375383428375532	0.0051422387448703	0.0247589272901163	NA	"abundance"	156	46
"T16"	"DMM"	"DMM3"	"DMMDMM3"	1.62229501623654	-0.365398749618045	0.629160971589492	0.00577404551755945	0.0411010466655124	0.00146493562359642	0.00906864909845401	NA	"abundance"	156	46
"T41"	"DMM"	"DMM3"	"DMMDMM3"	-1.34663316349995	-0.365398749618045	0.229521042508788	0.00581795637730997	0.0411010466655124	0.00581795637730997	0.0260804941051826	NA	"abundance"	156	152
"T05"	"DMM"	"DMM4"	"DMMDMM4"	-1.05099234316927	-0.266968573950363	0.146003995639828	0.00610055391855702	0.0424133748623488	0.00610055391855702	0.0268837969292343	NA	"abundance"	156	156
"T15"	"DMM"	"DMM2"	"DMMDMM2"	-1.05278167215062	0.10442399884906	0.329868488852017	0.00627670496869004	0.0426470795991231	0.0125140129121161	0.048459224592235	NA	"abundance"	156	152
"T36"	"DMM"	"DMM4"	"DMMDMM4"	-1.66747749086122	-0.266968573950363	0.443834981749248	0.00635718240768224	0.0426470795991231	0.0126739510471999	0.048459224592235	NA	"abundance"	156	140
"T49"	"DMM"	"DMM4"	"DMMDMM4"	1.12538945780968	-0.266968573950363	0.436710178646543	0.00642627226836101	0.0426470795991231	0.00642627226836101	0.0278471798295644	NA	"abundance"	156	91
"T31"	"DMM"	"DMM5"	"DMMDMM5"	-1.22383614264066	-0.177391055455408	0.333044859949282	0.00797311589939542	0.0521227576706745	0.00797311589939542	0.0339837726859477	NA	"abundance"	156	153
"T10"	"DMM"	"DMM2"	"DMMDMM2"	-0.719034376059767	0.10442399884906	0.173864221473063	0.00826261540325801	0.0532209639209854	0.00826261540325801	0.0346496774975336	NA	"abundance"	156	154
"T32"	"DMM"	"DMM3"	"DMMDMM3"	0.640358006272892	-0.365398749618045	0.274162916917698	0.00931703035688813	0.0591428883524203	0.0185472536591051	0.0688897993052475	NA	"abundance"	156	155
"T19"	"DMM"	"DMM4"	"DMMDMM4"	-1.06403984647857	-0.266968573950363	0.188613815428872	0.00987907273958855	0.0618147694277112	0.00987907273958855	0.0401337330045785	NA	"abundance"	156	154
"T39"	"DMM"	"DMM4"	"DMMDMM4"	1.35799784338512	0	0.528268863949822	0.0101505921826035	0.0626191461405679	0.0201981498435494	0.0739650557651105	NA	"prevalence"	156	57
"T41"	"DMM"	"DMM2"	"DMMDMM2"	-0.780221158446007	0.10442399884906	0.227741782786649	0.0106367855480434	0.0638207132882602	0.0106367855480434	0.0425471421921735	NA	"abundance"	156	152
"T13"	"DMM"	"DMM5"	"DMMDMM5"	0.824042757136333	-0.177391055455408	0.332432765067102	0.011176957811891	0.0661555070487602	0.0222289912378532	0.0791717496142716	NA	"abundance"	156	154
"T03"	"DMM"	"DMM4"	"DMMDMM4"	1.11017946596684	-0.266968573950363	0.486875351362691	0.0121793783140722	0.0701970742202807	0.0121793783140722	0.0479793691160421	NA	"abundance"	156	156
"T30"	"DMM"	"DMM4"	"DMMDMM4"	2.56653440327749	-0.266968573950363	1.07793637162668	0.0123405815410083	0.0701970742202807	5.96646307389647e-07	1.93910049901635e-05	NA	"abundance"	156	85
"T47"	"DMM"	"DMM4"	"DMMDMM4"	0.708793764481988	-0.266968573950363	0.30181986039479	0.0122091806219586	0.0701970742202807	0.0242692971524577	0.085270503508635	NA	"abundance"	156	149
"T47"	"DMM"	"DMM5"	"DMMDMM5"	0.779576381547261	-0.177391055455408	0.326892213077458	0.0131935775492408	0.0731492021084489	0.0262130846099337	0.0876242257024588	NA	"abundance"	156	149
"T49"	"DMM"	"DMM3"	"DMMDMM3"	1.21615723940349	0	0.489953666269291	0.0130578266590285	0.0731492021084489	0.0259451464809998	0.0876242257024588	NA	"prevalence"	156	91
"T14"	"DMM"	"DMM5"	"DMMDMM5"	-0.933438761932471	-0.177391055455408	0.226149054820537	0.0135540250289432	0.074208287033464	0.0269243384634012	0.0878108554220542	NA	"abundance"	156	155
"T07"	"DMM"	"DMM5"	"DMMDMM5"	0.475476678760469	-0.177391055455408	0.171161828924545	0.0143361576461194	0.0775214450493864	0.0143361576461194	0.0540203041737832	NA	"abundance"	156	156
"T36"	"DMM"	"DMM3"	"DMMDMM3"	-3.12770507660869	0	1.31366089579021	0.0172700480231844	0.0922473296848143	0.0342418414876457	0.108571692521804	NA	"prevalence"	156	140
"T03"	"DMM"	"DMM5"	"DMMDMM5"	1.18177785544202	-0.177391055455408	0.548542446163658	0.0209363989215468	0.106629566600436	0.0209363989215468	0.0756036627722522	NA	"abundance"	156	156
"T02"	"DMM"	"DMM4"	"DMMDMM4"	-3.03565751004374	-0.266968573950363	1.19584330746923	0.0260103017285065	0.122114139718334	0.0260103017285065	0.0876242257024588	NA	"abundance"	156	76
"T20"	"DMM"	"DMM6"	"DMMDMM6"	4.14946359294295	0	1.8765263455888	0.0270187247452475	0.122114139718334	0.0270187247452475	0.0878108554220542	NA	"prevalence"	156	82
"T22"	"DMM"	"DMM2"	"DMMDMM2"	-3.09184064880805	0	1.39150415140265	0.0262872677107376	0.122114139718334	0.0262872677107376	0.0876242257024588	NA	"prevalence"	156	29
"T18"	"DMM"	"DMM5"	"DMMDMM5"	-4.14946359294298	0	1.90149964875866	0.0290943462507564	0.128720440988195	0.0290943462507564	0.0933892595703291	NA	"prevalence"	156	85
"T39"	"DMM"	"DMM4"	"DMMDMM4"	0.88309690450233	-0.266968573950363	0.499117891719186	0.0421719619332317	0.169461645199592	0.0201981498435494	0.0739650557651105	NA	"abundance"	156	57
"T30"	"DMM"	"DMM2"	"DMMDMM2"	2.21472980973106	0.10442399884906	1.0578363538488	0.0556254121569499	0.217535093970929	1.74458816672088e-07	9.07185846694857e-06	NA	"abundance"	156	85
"T36"	"DMM"	"DMM4"	"DMMDMM4"	-2.52504412689331	0	1.36179575807031	0.0637102966695648	0.233299017125166	0.0126739510471999	0.048459224592235	NA	"prevalence"	156	140
"T30"	"DMM"	"DMM3"	"DMMDMM3"	1.03430632120223	-0.365398749618045	1.07391870438008	0.206828224033027	0.517534401831932	1.3374663524263e-05	0.000195328789148248	NA	"abundance"	156	85
"T51"	"DMM"	"DMM2"	"DMMDMM2"	-0.527269972104095	0.10442399884906	0.487778784119022	0.246582996976509	0.583801906355195	0.0001033164838537	0.001033164838537	NA	"abundance"	156	99
"T01"	"DMM"	"DMM6"	"DMMDMM6"	5.80123586920366	0	5.64346570776786	0.303970405979766	0.661394025068482	0.00880091988879231	0.0363212566839048	NA	"prevalence"	156	91
"T45"	"DMM"	"DMM4"	"DMMDMM4"	1.8128808219404	-0.266968573950363	2.09380463191775	0.323420982495031	0.676645919818633	1.92120389867131e-06	4.60952883483505e-05	NA	"abundance"	156	74
"T47"	"DMM"	"DMM2"	"DMMDMM2"	1.4663163825461	0	1.48801610321083	0.324419276625372	0.676645919818633	0.00378932245297849	0.0197044767554882	NA	"prevalence"	156	149
"T18"	"DMM"	"DMM2"	"DMMDMM2"	-0.396141649241691	0.10442399884906	0.456198480055347	0.331712093440955	0.688577710555159	0.00530197040632124	0.0250638601026095	NA	"abundance"	156	85
"T47"	"DMM"	"DMM4"	"DMMDMM4"	-0.758364607767434	0	0.860178795417421	0.377973671080897	0.759414990520334	0.0242692971524577	0.085270503508635	NA	"prevalence"	156	149
"T49"	"DMM"	"DMM3"	"DMMDMM3"	0.0502891071279507	-0.365398749618045	0.401714937340136	0.383528918336855	0.765102575584017	0.0259451464809998	0.0876242257024588	NA	"abundance"	156	91
"T09"	"DMM"	"DMM4"	"DMMDMM4"	-0.871666366757045	0	1.04371930892514	0.403630999782064	0.780784535984492	5.09979788798137e-05	0.000592465970629318	NA	"prevalence"	156	149
"T47"	"DMM"	"DMM5"	"DMMDMM5"	1.46631638254613	0	1.98073888011859	0.459125518466594	0.81450769041219	0.0262130846099337	0.0876242257024588	NA	"prevalence"	156	149
"T51"	"DMM"	"DMM3"	"DMMDMM3"	0.0308024302885064	-0.365398749618045	0.503433406709561	0.488220044493123	0.832063733416295	0.00579637574569318	0.0260804941051826	NA	"abundance"	156	99
"T45"	"DMM"	"DMM2"	"DMMDMM2"	1.07337610510441	0.10442399884906	2.07947968858354	0.642608347391997	0.973918533417629	2.17763609901464e-07	9.43642309573009e-06	NA	"abundance"	156	74
"T01"	"DMM"	"DMM2"	"DMMDMM2"	0.629568594530396	0.10442399884906	1.13908515176532	0.649751885166916	0.981349398976239	9.18511889191261e-08	5.97032727974319e-06	NA	"abundance"	156	91
"T01"	"DMM"	"DMM4"	"DMMDMM4"	-0.670837683459335	-0.266968573950363	1.17626141461138	0.73242028109917	1	2.10775124021711e-06	4.60952883483505e-05	NA	"abundance"	156	91
"T45"	"DMM"	"DMM3"	"DMMDMM3"	-0.0522807010132174	-0.365398749618045	2.09380463191775	0.882494094353103	1	7.2110121476266e-05	0.000767781793004005	NA	"abundance"	156	74
"T51"	"DMM"	"DMM4"	"DMMDMM4"	-0.278170263882825	-0.266968573950363	0.511586704733708	0.983551422747213	1	0.000381236386413518	0.00284684534867351	NA	"abundance"	156	99
"T08"	"DMM"	"DMM4"	"DMMDMM4"	3.3517330519705e-14	0	2.00560702066319	0.999999999999987	1	5.24104512479781e-05	0.000592465970629318	NA	"prevalence"	156	155
"T13"	"DMM"	"DMM5"	"DMMDMM5"	-6.16297922289721e-15	0	2.25963499297795	0.999999999999998	1	0.0222289912378532	0.0791717496142716	NA	"prevalence"	156	154
"T14"	"DMM"	"DMM5"	"DMMDMM5"	4.42129904128299e-15	0	2.25963499297802	0.999999999999998	1	0.0269243384634012	0.0878108554220542	NA	"prevalence"	156	155
"T15"	"DMM"	"DMM2"	"DMMDMM2"	8.77616100300666e-15	0	1.84271069699351	0.999999999999996	1	0.0125140129121161	0.048459224592235	NA	"prevalence"	156	152
"T17"	"DMM"	"DMM4"	"DMMDMM4"	-1.59611551600887e-14	0	2.00560702066313	0.999999999999994	1	1.35227623256479e-05	0.000195328789148248	NA	"prevalence"	156	154
"T21"	"DMM"	"DMM5"	"DMMDMM5"	1.58235965688022e-14	0	2.259634992978	0.999999999999994	1	0.00549159263228011	0.0254966800784434	NA	"prevalence"	156	155
"T24"	"DMM"	"DMM2"	"DMMDMM2"	-9.24344764064253e-15	0	1.84271069699339	0.999999999999996	1	0.00161450497029059	0.00976212307617568	NA	"prevalence"	156	154
"T24"	"DMM"	"DMM4"	"DMMDMM4"	-1.59611551600887e-14	0	2.00560702066313	0.999999999999994	1	7.38251724042313e-05	0.000767781793004005	NA	"prevalence"	156	154
"T32"	"DMM"	"DMM3"	"DMMDMM3"	-3.21641469534259e-14	0	1.84271069699344	0.999999999999986	1	0.0185472536591051	0.0688897993052475	NA	"prevalence"	156	155
"T32"	"DMM"	"DMM5"	"DMMDMM5"	1.58235965688022e-14	0	2.259634992978	0.999999999999994	1	0.00251091952010581	0.013890193089947	NA	"prevalence"	156	155
"T34"	"DMM"	"DMM4"	"DMMDMM4"	-1.59611551600887e-14	0	2.00560702066313	0.999999999999994	1	0.0019038712044791	0.0110001447369903	NA	"prevalence"	156	154
"T42"	"DMM"	"DMM2"	"DMMDMM2"	-3.85931326643908e-14	0	1.84271069699341	0.999999999999983	1	0.00264739847867052	0.0143400750927987	NA	"prevalence"	156	149
"T16"	"DMM"	"DMM2"	"DMMDMM2"	1.45088978750618	0	0.566027937044579	0.0103687494798706	0.0630765593358795	0.00225737719159191	0.0127590884742152	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	46
"T18"	"DMM"	"DMM3"	"DMMDMM3"	-1.16919298330093	0	0.49998788199744	0.0193642979012341	0.100970981913578	2.12747484684694e-06	4.60952883483505e-05	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	85
"T08"	"DMM"	"DMM6"	"DMMDMM6"	-4.14946386144315	0	1.87683069687643	0.0270435423577118	0.122114139718334	0.0013544673907806	0.00858930540495015	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	155
"T14"	"DMM"	"DMM6"	"DMMDMM6"	-4.14946386144315	0	1.87683069687643	0.0270435423577118	0.122114139718334	0.00010948441715708	0.00105429438743855	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	155
"T16"	"DMM"	"DMM4"	"DMMDMM4"	1.2284850465199	0	0.607405333725049	0.0431234052716597	0.171709559172609	0.0051422387448703	0.0247589272901163	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	46
"T49"	"DMM"	"DMM4"	"DMMDMM4"	0.977440907746596	0	0.520502800657108	0.0603978173421094	0.233299017125166	0.00642627226836101	0.0278471798295644	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	91
"T15"	"DMM"	"DMM4"	"DMMDMM4"	-1.83658708241252	0	1.42805952285875	0.198418004458161	0.505273755538805	1.00212819909018e-06	2.89503701959385e-05	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"T02"	"DMM"	"DMM4"	"DMMDMM4"	-0.593131284873451	0	0.501439429535796	0.23686571075208	0.566321038985166	0.0260103017285065	0.0876242257024588	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	76
"T48"	"DMM"	"DMM2"	"DMMDMM2"	-0.971443644335763	0	0.972697809190889	0.317934888464292	0.669497505516154	4.11967523872292e-07	1.53016508866851e-05	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	146
"T39"	"DMM"	"DMM6"	"DMMDMM6"	5.20708653707789	0	5.6387827077748	0.355777120097732	0.721436937975957	6.18683593189839e-06	0.000107238489486239	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	57
"T23"	"DMM"	"DMM4"	"DMMDMM4"	-1.26236542889197	0	1.5263786821154	0.408218398950796	0.780784535984492	8.96112557491335e-08	5.97032727974319e-06	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	153
"T27"	"DMM"	"DMM4"	"DMMDMM4"	-1.26236542889197	0	1.5263786821154	0.408218398950796	0.780784535984492	0.000334031729391837	0.00271400780130868	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	153
"T41"	"DMM"	"DMM4"	"DMMDMM4"	-1.26236542889194	0	1.52637868211532	0.408218398950781	0.780784535984492	0.000442109204249808	0.00310671332716081	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"T41"	"DMM"	"DMM3"	"DMMDMM3"	-1.0520018856437	0	1.50139827627445	0.483501849881351	0.827241446281376	0.00581795637730997	0.0260804941051826	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	152
"T09"	"DMM"	"DMM3"	"DMMDMM3"	0.964920447155402	0	1.56341714761873	0.537111512533919	0.888634734875569	0.00493159242764585	0.0245751153145394	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	149
"T02"	"DMM"	"DMM2"	"DMMDMM2"	-0.237373999935874	0	0.458046721331185	0.604297124226676	0.94868150685048	0.000144824670137877	0.00134480050842315	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	76
"T08"	"DMM"	"DMM3"	"DMMDMM3"	-2.98373362867472e-14	0	1.84271069699344	0.999999999999987	1	0.000332128323303205	0.00271400780130868	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	155
"T10"	"DMM"	"DMM2"	"DMMDMM2"	-9.24344764064253e-15	0	1.84271069699339	0.999999999999996	1	0.00826261540325801	0.0346496774975336	"Prevalence association possibly induced by stronger abundance association"	"prevalence"	156	154
